StartDate,EndDate,UpdateDate,StockCode,StockName,Broker,Type,Title,URL,title_str,stock_str
2020-05-18 00:00:00,2020-05-24 00:00:00,2020-05-12 09:26:09,,,方正证券,电话会议,2020夏季上市公司交流,https://www.kanzhiqiu.com/calendar/event.htm?id=32749,方正证券**电话会议**2020夏季上市公司交流,
2020-05-22 00:00:00,,2020-05-18 19:14:29,,,国泰君安,联合调研,生猪产业链调研,https://www.kanzhiqiu.com/calendar/event.htm?id=33412,国泰君安**联合调研**生猪产业链调研,
2020-05-22 00:00:00,,2020-05-22 08:41:49,603005,晶方科技,东吴证券,联合调研,晶方科技,https://www.kanzhiqiu.com/calendar/event.htm?id=33636,东吴证券**联合调研**晶方科技,"<b class=""stock"">603005晶方科技</b>"
2020-05-22 09:00:00,2020-05-22 10:00:00,2020-05-18 11:28:12,600690,海尔智家,中金公司,电话会议,中期策略会：海尔智家 ,https://www.kanzhiqiu.com/calendar/event.htm?id=33247,中金公司**电话会议**中期策略会：海尔智家 ,"<b class=""stock"">600690海尔智家</b>"
2020-05-22 09:00:00,2020-05-22 10:00:00,2020-05-18 11:28:12,600887,伊利股份,中金公司,电话会议,中期策略会：伊利股份,https://www.kanzhiqiu.com/calendar/event.htm?id=33249,中金公司**电话会议**中期策略会：伊利股份,"<b class=""stock"">600887伊利股份</b>"
2020-05-22 09:00:00,2020-05-22 10:00:00,2020-04-22 11:59:01,,,汇丰前海,电话会议,汇丰第七届中国研讨会10- 中国和全球石油市场 （英文）,https://www.kanzhiqiu.com/calendar/event.htm?id=31368,汇丰前海**电话会议**汇丰第七届中国研讨会10- 中国和全球石油市场 （英文）,
2020-05-22 09:00:00,,2020-05-21 17:29:33,DAO,有道,海通证券,电话会议,有道,https://www.kanzhiqiu.com/calendar/event.htm?id=33627,海通证券**电话会议**有道,"<b class=""stock"">DAO有道</b>"
2020-05-22 10:00:00,2020-05-22 11:00:00,2020-05-22 08:03:40,300396,迪瑞医疗,中泰证券,电话会议,迪瑞医疗,https://www.kanzhiqiu.com/calendar/event.htm?id=33631,中泰证券**电话会议**迪瑞医疗,"<b class=""stock"">300396迪瑞医疗</b>"
2020-05-22 10:00:00,2020-05-22 11:00:00,2020-05-22 08:03:40,601336,新华保险,中泰证券,电话会议,新华保险,https://www.kanzhiqiu.com/calendar/event.htm?id=33630,中泰证券**电话会议**新华保险,"<b class=""stock"">601336新华保险</b>"
2020-05-22 10:00:00,2020-05-22 11:00:00,2020-05-18 11:28:12,600690,海尔智家,中金公司,电话会议,中期策略会：海尔智家,https://www.kanzhiqiu.com/calendar/event.htm?id=33248,中金公司**电话会议**中期策略会：海尔智家,"<b class=""stock"">600690海尔智家</b>"
2020-05-22 10:00:00,,2020-05-22 08:41:49,300578,会畅通讯,东吴证券,电话会议,会畅通讯,https://www.kanzhiqiu.com/calendar/event.htm?id=33634,东吴证券**电话会议**会畅通讯,"<b class=""stock"">300578会畅通讯</b>"
2020-05-22 10:00:00,,2020-05-15 10:17:13,002460,赣锋锂业,东方证券,电话会议,赣锋锂业,https://www.kanzhiqiu.com/calendar/event.htm?id=33114,东方证券**电话会议**赣锋锂业,"<b class=""stock"">002460赣锋锂业</b>"
2020-05-22 10:00:00,,2020-05-15 10:17:13,300082,奥克股份,东方证券,电话会议,奥克股份,https://www.kanzhiqiu.com/calendar/event.htm?id=33117,东方证券**电话会议**奥克股份,"<b class=""stock"">300082奥克股份</b>"
2020-05-22 11:00:00,2020-05-22 12:00:00,2020-05-22 08:03:40,01799,新特能源,中泰证券,电话会议,新特能源,https://www.kanzhiqiu.com/calendar/event.htm?id=33633,中泰证券**电话会议**新特能源,"<b class=""stock"">01799新特能源</b>"
2020-05-22 11:00:00,2020-05-22 12:00:00,2020-05-18 11:28:12,002841,视源股份,中金公司,电话会议,中期策略会：视源股份,https://www.kanzhiqiu.com/calendar/event.htm?id=33250,中金公司**电话会议**中期策略会：视源股份,"<b class=""stock"">002841视源股份</b>"
2020-05-22 13:30:00,,2020-05-22 10:31:56,300031,宝通科技,国金证券,电话会议,宝通科技：二次元研发发行,https://www.kanzhiqiu.com/calendar/event.htm?id=33643,国金证券**电话会议**宝通科技：二次元研发发行,"<b class=""stock"">300031宝通科技</b>"
2020-05-22 13:30:00,2020-05-22 14:30:00,2020-05-18 11:28:12,603777,来伊份,中金公司,电话会议,中期策略会：来伊份,https://www.kanzhiqiu.com/calendar/event.htm?id=33251,中金公司**电话会议**中期策略会：来伊份,"<b class=""stock"">603777来伊份</b>"
2020-05-22 13:30:00,,2020-05-15 10:17:13,600299,安迪苏,东方证券,电话会议,安迪苏,https://www.kanzhiqiu.com/calendar/event.htm?id=33118,东方证券**电话会议**安迪苏,"<b class=""stock"">600299安迪苏</b>"
2020-05-22 13:30:00,2020-05-22 14:30:00,2020-05-18 11:28:12,600872,中炬高新,中金公司,电话会议,中期策略会：中炬高新,https://www.kanzhiqiu.com/calendar/event.htm?id=33252,中金公司**电话会议**中期策略会：中炬高新,"<b class=""stock"">600872中炬高新</b>"
2020-05-22 14:00:00,,2020-05-22 08:41:49,002635,安洁科技,东吴证券,联合调研,安洁科技,https://www.kanzhiqiu.com/calendar/event.htm?id=33635,东吴证券**联合调研**安洁科技,"<b class=""stock"">002635安洁科技</b>"
