broker,title,event_type,date,地点,是否为电话会议,出席嘉宾,议题等
第一上海证券,第一上海证券**电话会议**正通汽车电话会议(01728正通汽车),电话会议(01728正通汽车),2017/05/23,深圳市,是,执行董事 绍总（东正金融）  IR 于总,"我们将于5月23日前去正通汽车（1728）深圳南山4S店调研体验，详细了解公司最新的经营情况和行业现状,欢迎有兴趣的机构投资者一同前往交流。报名参加请直接回复此邮件，报名后您会收到调研详情。请勿转发本邮件，名额有限报名请从速，非报名者公司将不予接待，报名截止日期：2017年5月18日5：00pm，敬请留意。具体安排如下：日期：2017年5月23日（星期二）时间: 10：00am行程：10：00 参观4S店11：30 管理层午餐管理层：执行董事 绍总（东正金融）  IR 于总地址：深圳市报名参加,请直接回复本邮件,或致电第一上海机构销售部同事. 如有任何其他问题或调研需求,欢迎与我们联系,谢谢!"
