broker,title,event_type,date,地点,是否为电话会议,议题等,联系人,参会电话
中信证券,中信证券**电话会议**国家安全政策及用友网络投资机会交流电话会议,电话会议,2017/01/03,,是,中信重点交流：国家安全政策及用友网络投资机会交流（1月3日周二15:00-16:00，电话会议）会议召开时间：2017年1月3日 15:00-16:00主持人：中信证券政策专题组杨帆科技组杨泽原参会嘉宾：用友网络董秘 欧阳青参会方式：电脑参会或电话参会（二选一）加入电脑端 ：请登录网址：http://ecs.263.net/zhongxin加入电话端 ：国内95040009900或4006609263；海外861060778888；香港852-30512818参会密码：57827047提问：*1会议过程中如果有任何问题或需求，请您随时拨打客服电话4008-900-263或在电话机上按【*0】获得会议秘书在线协助。谢谢,客服电话4008-900-263或在电话机上按【*0】获得会议秘书在线协助,加入电话端 ：国内 95040009900或4006609263；海外 861060778888；香港 852-30512818；参会密码：57827047
