broker,title,event_type,date,地点,是否为电话会议,报名方式,出席嘉宾,议题等
第一上海证券,第一上海证券**电话会议**三一国际电话会议(00631三一国际),电话会议(00631三一国际),2017/06/20,,是,致电第一上海机构销售部同事,IR总监 唐总,"6月20日三一国际（631）电话会议邀请我们邀请到三一国际（631）的管理层于2017年6月20日举行电话会议，详细了解公司的最新的经营情况和行业现状，欢迎有兴趣的机构投资者电话拨入交流。报名参加请直接回复此邮件，线路有限报名请从速，谢谢！具体安排如下：日期：2017年6月20日（星期二）时间：4：00pm管理层：IR总监 唐总形式：电话会议报名参加,请直接回复本邮件,或致电第一上海机构销售部同事. 如有任何其他问题或调研需求,欢迎与我们联系,谢谢!"
