broker,title,event_type,date,地点,是否为电话会议,议题等
招商（香港）,招商（香港）**电话会议**统一控股电话会议(00220统一企业中国),电话会议(00220统一企业中国),2017/07/05,,是,"【招商证券香港】会议精选：统一控股 Uni-President China (220 HK) Group Conference Call (HK) | WED, 5 Jul | 1400-1500"
