broker,title,event_type,date,地点,是否为电话会议,议题等
,公布A股是否纳入MSCI指数展会,展会,2016/06/11,,否,去年6月11日，A股纳入来自MSCI明晟公司新兴市场指数的愿望落空，而今年A股能否纳入MSCI指数6月见分晓。
