broker,title,event_type,date,地点,是否为电话会议,议题等
安信证券,安信证券**联合调研**“鬼城”调研系列之一:鄂尔多斯市场联合调研,联合调研,2017/03/10,尔多斯—上海/北京/深圳,否,安信3月10日（周五）3月10日（周五）：晚上“鄂尔多斯—上海/北京/深圳”地产	【安信房地产】“鬼城”调研系列之一:鄂尔多斯市场对口销售
