broker,title,event_type,date,地点,是否为电话会议,议题等
中银国际,中银国际**神通海绵城市建设其他,其他,2017/04/13,上海市浦东新区银城中路200号中银大厦41F会议室,否,中银国际新三板项目融资推介邀请函【神通海绵城市建设】主营业务：雨水调蓄利用系统建设时间：4月13日下午3：45-5：00形式：中银大厦会议室路演地点：中银大厦：上海市浦东新区银城中路200号中银大厦41F会议室
