broker,title,event_type,date,概念：,地点,是否为电话会议,议题等
,2016年中国锑业年会展会,展会,2016/06/15,锑,长沙,否,长沙---由中国有色金属工业协会锑业分会主办的2016年中国锑业年会将于6月15日-16日在湖南长沙召开。会议将审议通过《中国锑工业十三五发展规划》（草案）和《中国锑行业自律公约》（草案），或将为国内锑业的环保治理、产能升级和监督管理等指明方向。
