broker,title,event_type,date,地点,是否为电话会议,出席嘉宾,议题等
第一上海证券,第一上海证券**电话会议**摩比发展电话会议(00947摩比发展),电话会议(00947摩比发展),2017/03/29,香港中环德辅道中71号永安集团大厦19楼,是,管理层：CFO 陈总,"我们邀请到摩比发展（947）的管理层于2017年3月29日举行业绩后香港投资者见面会电话会议，详细了解公司的最新的经营情况和行业现状，欢迎有兴趣的机构投资者莅临现场或电话拨入交流。报名参加请直接回复此邮件，座位有限报名请从速，非香港地区投资者可以选择电话拨入，报名后您会收到拨入方式，谢谢！具体安排如下：日期：2017年3月29日（星期三）时间：3：00pm管理层：CFO 陈总形式：见面会电话会议地址：香港中环德辅道中71号永安集团大厦19楼报名参加,请直接回复本邮件,或致电第一上海机构销售部同事. 如有任何其他问题或调研需求,欢迎与我们联系,谢谢!"
