StartDate,EndDate,UpdateDate,StockCode,StockName,Broker,Type,Title,URL,title_str,stock_str
2020-04-02 09:00:00,,2020-03-17 10:35:48,00520,呷哺呷哺,华泰证券,电话会议,呷哺呷哺,https://www.kanzhiqiu.com/calendar/event.htm?id=29756,华泰证券**电话会议**呷哺呷哺,"<b class=""stock"">00520呷哺呷哺</b>"
2020-04-02 09:00:00,,2020-04-01 22:05:38,02772,中梁控股,兴业证券,电话会议,中梁控股,https://www.kanzhiqiu.com/calendar/event.htm?id=30542,兴业证券**电话会议**中梁控股,"<b class=""stock"">02772中梁控股</b>"
2020-04-02 09:45:00,2020-04-02 11:00:00,2020-03-31 13:37:30,02181,迈博药业-B,中金公司,电话会议,迈博药业-B2019年经营情况,https://www.kanzhiqiu.com/calendar/event.htm?id=30451,中金公司**电话会议**迈博药业-B2019年经营情况,"<b class=""stock"">02181迈博药业-B</b>"
2020-04-02 10:00:00,,2020-04-02 08:32:38,002938,鹏鼎控股,东方证券,电话会议,鹏鼎控股,https://www.kanzhiqiu.com/calendar/event.htm?id=30561,东方证券**电话会议**鹏鼎控股,"<b class=""stock"">002938鹏鼎控股</b>"
2020-04-02 10:00:00,,2020-04-02 08:26:52,02868,首创置业,申万宏源研究,电话会议,债券城投调研八：首创置业,https://www.kanzhiqiu.com/calendar/event.htm?id=30559,申万宏源研究**电话会议**债券城投调研八：首创置业,"<b class=""stock"">02868首创置业</b>"
2020-04-02 10:00:00,,2020-03-29 18:24:52,601336,新华保险,华泰证券,电话会议,新华保险,https://www.kanzhiqiu.com/calendar/event.htm?id=30271,华泰证券**电话会议**新华保险,"<b class=""stock"">601336新华保险</b>"
2020-04-02 10:00:00,,2020-04-01 22:05:38,600528,中铁工业,兴业证券,电话会议,中铁工业经营近况交流,https://www.kanzhiqiu.com/calendar/event.htm?id=30545,兴业证券**电话会议**中铁工业经营近况交流,"<b class=""stock"">600528中铁工业</b>"
2020-04-02 10:00:00,,2020-03-13 16:45:11,03990,美的置业,华泰证券,电话会议,美的置业,https://www.kanzhiqiu.com/calendar/event.htm?id=29597,华泰证券**电话会议**美的置业,"<b class=""stock"">03990美的置业</b>"
2020-04-02 10:00:00,,2020-04-01 22:05:38,02007,碧桂园,兴业证券,电话会议,碧桂园,https://www.kanzhiqiu.com/calendar/event.htm?id=30543,兴业证券**电话会议**碧桂园,"<b class=""stock"">02007碧桂园</b>"
2020-04-02 10:00:00,,2020-04-01 22:05:38,01890,中国科培,兴业证券,电话会议,中国科培,https://www.kanzhiqiu.com/calendar/event.htm?id=30544,兴业证券**电话会议**中国科培,"<b class=""stock"">01890中国科培</b>"
2020-04-02 11:00:00,,2020-04-01 22:05:38,00520,呷哺呷哺,兴业证券,电话会议,呷哺呷哺,https://www.kanzhiqiu.com/calendar/event.htm?id=30546,兴业证券**电话会议**呷哺呷哺,"<b class=""stock"">00520呷哺呷哺</b>"
2020-04-02 11:00:00,,2020-04-02 08:28:26,300114,中航电测,申万宏源研究,电话会议,中航电测2019年业绩交流（更新）,https://www.kanzhiqiu.com/calendar/event.htm?id=30560,申万宏源研究**电话会议**中航电测2019年业绩交流（更新）,"<b class=""stock"">300114中航电测</b>"
2020-04-02 13:30:00,,2020-04-01 22:05:38,,,兴业证券,电话会议,自贸港免税专题报告,https://www.kanzhiqiu.com/calendar/event.htm?id=30548,兴业证券**电话会议**自贸港免税专题报告,
2020-04-02 13:30:00,2020-04-02 16:00:00,2020-03-31 14:02:04,,,长江证券,电话会议,国产软硬件产业发展现状研讨,https://www.kanzhiqiu.com/calendar/event.htm?id=30453,长江证券**电话会议**国产软硬件产业发展现状研讨,
2020-04-02 13:30:00,2020-04-02 14:30:00,2020-03-30 11:19:34,,,方正证券,电话会议,江苏地区城投线上调研：国有资产经营公司,https://www.kanzhiqiu.com/calendar/event.htm?id=30328,方正证券**电话会议**江苏地区城投线上调研：国有资产经营公司,
2020-04-02 13:30:00,,2020-04-01 22:05:38,03662,奥园健康,兴业证券,电话会议,奥园健康,https://www.kanzhiqiu.com/calendar/event.htm?id=30547,兴业证券**电话会议**奥园健康,"<b class=""stock"">03662奥园健康</b>"
2020-04-02 13:45:00,2020-04-02 15:00:00,2020-03-30 14:16:07,03718,北控城市资源,中金公司,电话会议, 北控水务业绩回顾及未来业务展望,https://www.kanzhiqiu.com/calendar/event.htm?id=30357,中金公司**电话会议** 北控水务业绩回顾及未来业务展望,"<b class=""stock"">03718北控城市资源</b>"
2020-04-02 13:45:00,2020-04-02 15:00:00,2020-03-30 14:18:51,600588,用友网络,中金公司,电话会议,用友网络年度业绩后业务更新交流,https://www.kanzhiqiu.com/calendar/event.htm?id=30358,中金公司**电话会议**用友网络年度业绩后业务更新交流,"<b class=""stock"">600588用友网络</b>"
2020-04-02 14:00:00,2020-04-02 15:00:00,2020-03-31 14:53:36,01873,维亚生物,海通证券,电话会议,维亚生物 ,https://www.kanzhiqiu.com/calendar/event.htm?id=30457,海通证券**电话会议**维亚生物 ,"<b class=""stock"">01873维亚生物</b>"
2020-04-02 14:00:00,,2020-04-01 18:16:03,002262,恩华药业,东方证券,电话会议,恩华药业,https://www.kanzhiqiu.com/calendar/event.htm?id=30538,东方证券**电话会议**恩华药业,"<b class=""stock"">002262恩华药业</b>"
2020-04-02 14:00:00,,2020-04-01 22:05:38,000796,凯撒旅业,兴业证券,电话会议,凯撒旅业,https://www.kanzhiqiu.com/calendar/event.htm?id=30549,兴业证券**电话会议**凯撒旅业,"<b class=""stock"">000796凯撒旅业</b>"
2020-04-02 15:00:00,,2020-03-30 15:44:17,,,国金证券,电话会议,PCB铜箔行业深度报告解读,https://www.kanzhiqiu.com/calendar/event.htm?id=30374,国金证券**电话会议**PCB铜箔行业深度报告解读,
2020-04-02 15:00:00,,2020-04-02 08:48:02,,,中银国际,电话会议,减水剂行业专家,https://www.kanzhiqiu.com/calendar/event.htm?id=30565,中银国际**电话会议**减水剂行业专家,
2020-04-02 15:00:00,,2020-04-01 22:05:38,,,兴业证券,电话会议,中资美元债及其产品投资策略,https://www.kanzhiqiu.com/calendar/event.htm?id=30553,兴业证券**电话会议**中资美元债及其产品投资策略,
2020-04-02 15:00:00,,2020-04-01 22:05:38,,,兴业证券,电话会议,固收转债月度会议华钰矿业,https://www.kanzhiqiu.com/calendar/event.htm?id=30552,兴业证券**电话会议**固收转债月度会议华钰矿业,
2020-04-02 15:00:00,,2020-03-30 13:40:33,600754,锦江酒店,东吴证券,电话会议,锦江酒店2019年度业绩,https://www.kanzhiqiu.com/calendar/event.htm?id=30347,东吴证券**电话会议**锦江酒店2019年度业绩,"<b class=""stock"">600754锦江酒店</b>"
2020-04-02 15:00:00,,2020-03-31 10:09:40,002938,鹏鼎控股,中泰证券,电话会议,鹏鼎控股年报解读,https://www.kanzhiqiu.com/calendar/event.htm?id=30436,中泰证券**电话会议**鹏鼎控股年报解读,"<b class=""stock"">002938鹏鼎控股</b>"
2020-04-02 15:00:00,2020-04-02 16:00:00,2020-04-02 11:44:11,,,兴业证券,电话会议,转债月度会议和华钰矿业交流 ,https://www.kanzhiqiu.com/calendar/event.htm?id=30580,兴业证券**电话会议**转债月度会议和华钰矿业交流 ,
2020-04-02 15:00:00,,2020-04-02 08:32:41,603606,东方电缆,申万宏源研究,电话会议,东方电缆年报解读（更新）,https://www.kanzhiqiu.com/calendar/event.htm?id=30562,申万宏源研究**电话会议**东方电缆年报解读（更新）,"<b class=""stock"">603606东方电缆</b>"
2020-04-02 15:00:00,2020-04-02 16:00:00,2020-03-30 11:19:34,,,方正证券,电话会议,江苏地区城投线上调研：经济发展集团,https://www.kanzhiqiu.com/calendar/event.htm?id=30329,方正证券**电话会议**江苏地区城投线上调研：经济发展集团,
2020-04-02 15:00:00,,2020-03-31 16:23:55,002438,江苏神通,开源证券,电话会议,江苏神通年报业绩交流,https://www.kanzhiqiu.com/calendar/event.htm?id=30461,开源证券**电话会议**江苏神通年报业绩交流,"<b class=""stock"">002438江苏神通</b>"
2020-04-02 15:00:00,,2020-04-01 22:05:38,688016,心脉医疗,兴业证券,电话会议,心脉医疗年报解读,https://www.kanzhiqiu.com/calendar/event.htm?id=30550,兴业证券**电话会议**心脉医疗年报解读,"<b class=""stock"">688016心脉医疗</b>"
2020-04-02 15:00:00,,2020-04-01 22:05:38,,,兴业证券,电话会议,海南旅游协会专家,https://www.kanzhiqiu.com/calendar/event.htm?id=30551,兴业证券**电话会议**海南旅游协会专家,
2020-04-02 15:00:00,,2020-04-01 18:23:29,600872,中炬高新,东北证券,电话会议,中炬高新,https://www.kanzhiqiu.com/calendar/event.htm?id=30540,东北证券**电话会议**中炬高新,"<b class=""stock"">600872中炬高新</b>"
