StartDate,EndDate,UpdateDate,StockCode,StockName,Broker,Type,Title,URL,title_str,stock_str
2020-11-23 00:00:00,2020-11-24 00:00:00,2020-11-09 09:05:58,,,华泰证券,策略会,新周期，再出发—下一个五年的中国经济,https://www.kanzhiqiu.com/calendar/event.htm?id=39575,华泰证券**策略会**新周期，再出发—下一个五年的中国经济,
2020-11-23 10:00:00,,2020-11-23 08:44:05,,,国信证券,电话会议,谐波减速器专家交流,https://www.kanzhiqiu.com/calendar/event.htm?id=39993,国信证券**电话会议**谐波减速器专家交流,
2020-11-23 10:00:00,,2020-11-16 09:36:54,GDS,万国数据,海通证券,电话会议,万国数据三季报交流（更新）,https://www.kanzhiqiu.com/calendar/event.htm?id=39846,海通证券**电话会议**万国数据三季报交流（更新）,"<b class=""stock"">GDS万国数据</b>"
2020-11-23 10:30:00,,2020-11-23 08:44:05,,,国信证券,电话会议,秦淮数据三季报交流,https://www.kanzhiqiu.com/calendar/event.htm?id=39994,国信证券**电话会议**秦淮数据三季报交流,
2020-11-23 15:00:00,,2020-11-18 08:50:40,00909,明源云,国信证券,联合调研,明源云集团控股小范围交流,https://www.kanzhiqiu.com/calendar/event.htm?id=39902,国信证券**联合调研**明源云集团控股小范围交流,"<b class=""stock"">00909明源云</b>"
2020-11-23 20:00:00,,2020-11-23 08:44:05,,,国信证券,电话会议,有色全面牛市，铅锌有望爆发 ,https://www.kanzhiqiu.com/calendar/event.htm?id=39995,国信证券**电话会议**有色全面牛市，铅锌有望爆发 ,
2020-11-23 20:00:00,,2020-11-23 11:47:54,603816,顾家家居,国金证券,电话会议,顾家家居华东区资深经销商,https://www.kanzhiqiu.com/calendar/event.htm?id=40011,国金证券**电话会议**顾家家居华东区资深经销商,"<b class=""stock"">603816顾家家居</b>"
2020-11-24 10:00:00,,2020-11-24 09:44:25,,,东吴证券,联合调研,北汽,https://www.kanzhiqiu.com/calendar/event.htm?id=40035,东吴证券**联合调研**北汽,
2020-11-24 10:00:00,,2020-11-23 11:47:54,,,国金证券,电话会议,芝华仕华南区资深经销商  ,https://www.kanzhiqiu.com/calendar/event.htm?id=40012,国金证券**电话会议**芝华仕华南区资深经销商  ,
2020-11-24 10:30:00,,2020-11-24 09:44:25,300628,亿联网络,东吴证券,联合调研,亿联网络,https://www.kanzhiqiu.com/calendar/event.htm?id=40033,东吴证券**联合调研**亿联网络,"<b class=""stock"">300628亿联网络</b>"
2020-11-24 14:00:00,,2020-11-20 11:56:57,002145,中核钛白,申万宏源研究,联合调研,中核钛白,https://www.kanzhiqiu.com/calendar/event.htm?id=39963,申万宏源研究**联合调研**中核钛白,"<b class=""stock"">002145中核钛白</b>"
2020-11-24 14:00:00,,2020-11-24 11:12:45,DQ,大全新能源,长江证券,电话会议,大全新能源三季报业绩解读,https://www.kanzhiqiu.com/calendar/event.htm?id=40044,长江证券**电话会议**大全新能源三季报业绩解读,"<b class=""stock"">DQ大全新能源</b>"
2020-11-24 14:00:00,,2020-11-20 08:58:34,601689,拓普集团,国泰君安,联合调研,拓普集团,https://www.kanzhiqiu.com/calendar/event.htm?id=39955,国泰君安**联合调研**拓普集团,"<b class=""stock"">601689拓普集团</b>"
2020-11-24 15:00:00,,2020-11-24 09:44:25,,,东吴证券,联合调研,火炬电子,https://www.kanzhiqiu.com/calendar/event.htm?id=40036,东吴证券**联合调研**火炬电子,
2020-11-24 15:00:00,,2020-11-24 11:12:45,,,长江证券,电话会议,汽车智能化系列报告之六：如何看待华为智能汽车布局,https://www.kanzhiqiu.com/calendar/event.htm?id=40045,长江证券**电话会议**汽车智能化系列报告之六：如何看待华为智能汽车布局,
2020-11-24 15:30:00,,2020-11-24 11:12:45,,,长江证券,电话会议,朗新科技：打造产业互联网运营服务商,https://www.kanzhiqiu.com/calendar/event.htm?id=40046,长江证券**电话会议**朗新科技：打造产业互联网运营服务商,
2020-11-24 16:00:00,2020-11-24 17:00:00,2020-11-23 09:31:08,,,海通证券,电话会议, 医保DRGs政策系列三-DIP 政策解析,https://www.kanzhiqiu.com/calendar/event.htm?id=40003,海通证券**电话会议** 医保DRGs政策系列三-DIP 政策解析,
2020-11-24 17:30:00,,2020-11-23 14:39:56,,,海通证券,电话会议,达达集团,https://www.kanzhiqiu.com/calendar/event.htm?id=40016,海通证券**电话会议**达达集团,
2020-11-24 20:00:00,,2020-11-19 08:55:41,01810,小米集团-W,海通证券,电话会议,小米集团,https://www.kanzhiqiu.com/calendar/event.htm?id=39933,海通证券**电话会议**小米集团,"<b class=""stock"">01810小米集团-W</b>"
2020-11-24 20:00:00,,2020-11-24 11:12:45,,,长江证券,电话会议,能源金属第二弹—镍钴之遇！,https://www.kanzhiqiu.com/calendar/event.htm?id=40047,长江证券**电话会议**能源金属第二弹—镍钴之遇！,
2020-11-24 21:00:00,,2020-11-24 11:12:45,,,长江证券,电话会议,增发视角看产业趋势,https://www.kanzhiqiu.com/calendar/event.htm?id=40048,长江证券**电话会议**增发视角看产业趋势,
2020-11-25 00:00:00,2020-11-27 00:00:00,2020-11-18 14:29:02,,,国信证券,策略会,2021年度策略会&上市公司交流,https://www.kanzhiqiu.com/calendar/event.htm?id=39907,国信证券**策略会**2021年度策略会&上市公司交流,
2020-11-25 00:00:00,2020-11-26 00:00:00,2020-11-09 09:05:58,,,华泰证券,电话会议,新周期，再出发—下一个五年的中国经济,https://www.kanzhiqiu.com/calendar/event.htm?id=39576,华泰证券**电话会议**新周期，再出发—下一个五年的中国经济,
2020-11-25 00:00:00,,2020-11-24 13:26:31,600703,三安光电,东吴证券,联合调研,三安光电,https://www.kanzhiqiu.com/calendar/event.htm?id=40051,东吴证券**联合调研**三安光电,"<b class=""stock"">600703三安光电</b>"
2020-11-25 09:30:00,,2020-11-24 09:44:25,300012,华测检测,东吴证券,电话会议,华测检测,https://www.kanzhiqiu.com/calendar/event.htm?id=40034,东吴证券**电话会议**华测检测,"<b class=""stock"">300012华测检测</b>"
2020-11-25 10:00:00,,2020-11-25 09:06:55,600732,爱旭股份,长江证券,电话会议,爱旭股份经营近况交流,https://www.kanzhiqiu.com/calendar/event.htm?id=40075,长江证券**电话会议**爱旭股份经营近况交流,"<b class=""stock"">600732爱旭股份</b>"
2020-11-25 10:00:00,,2020-11-24 09:44:25,,,东吴证券,联合调研,康宁杰瑞,https://www.kanzhiqiu.com/calendar/event.htm?id=40037,东吴证券**联合调研**康宁杰瑞,
2020-11-25 10:00:00,,2020-11-25 09:27:18,600732,爱旭股份,海通证券,电话会议,爱旭股份,https://www.kanzhiqiu.com/calendar/event.htm?id=40078,海通证券**电话会议**爱旭股份,"<b class=""stock"">600732爱旭股份</b>"
2020-11-25 13:30:00,,2020-11-24 09:44:25,,,东吴证券,联合调研,希望教育,https://www.kanzhiqiu.com/calendar/event.htm?id=40038,东吴证券**联合调研**希望教育,
2020-11-25 14:00:00,,2020-11-20 09:54:45,300802,矩子科技,申万宏源研究,联合调研,矩子科技,https://www.kanzhiqiu.com/calendar/event.htm?id=39959,申万宏源研究**联合调研**矩子科技,"<b class=""stock"">300802矩子科技</b>"
2020-11-25 14:00:00,,2020-11-20 11:56:57,002984,森麒麟,申万宏源研究,联合调研,森麒麟,https://www.kanzhiqiu.com/calendar/event.htm?id=39964,申万宏源研究**联合调研**森麒麟,"<b class=""stock"">002984森麒麟</b>"
2020-11-25 14:00:00,,2020-11-24 09:44:25,,,东吴证券,联合调研,纽威股份,https://www.kanzhiqiu.com/calendar/event.htm?id=40040,东吴证券**联合调研**纽威股份,
2020-11-25 14:00:00,,2020-11-23 15:01:21,605008,长鸿高科,申万宏源研究,联合调研,长鸿高科,https://www.kanzhiqiu.com/calendar/event.htm?id=40018,申万宏源研究**联合调研**长鸿高科,"<b class=""stock"">605008长鸿高科</b>"
2020-11-25 14:00:00,,2020-11-24 09:44:25,,,东吴证券,联合调研,法拉电子,https://www.kanzhiqiu.com/calendar/event.htm?id=40039,东吴证券**联合调研**法拉电子,
2020-11-25 15:15:00,,2020-11-24 12:53:34,002026,山东威达,海通证券,电话会议,山东威达,https://www.kanzhiqiu.com/calendar/event.htm?id=40050,海通证券**电话会议**山东威达,"<b class=""stock"">002026山东威达</b>"
2020-11-25 15:30:00,,2020-11-24 09:44:25,002803,吉宏股份,东吴证券,联合调研,吉宏股份,https://www.kanzhiqiu.com/calendar/event.htm?id=40041,东吴证券**联合调研**吉宏股份,"<b class=""stock"">002803吉宏股份</b>"
