StartDate,EndDate,UpdateDate,StockCode,StockName,Broker,Type,Title,URL,title_str,stock_str
2020-10-13 00:00:00,,2020-10-12 08:49:46,,,国泰君安,联合调研,甘蔗产业链,https://www.kanzhiqiu.com/calendar/event.htm?id=38751,国泰君安**联合调研**甘蔗产业链,
2020-10-14 00:00:00,,2020-09-30 13:03:06,600577,精达股份,申万宏源研究,联合调研,精达股份,https://www.kanzhiqiu.com/calendar/event.htm?id=38697,申万宏源研究**联合调研**精达股份,"<b class=""stock"">600577精达股份</b>"
2020-10-14 19:30:00,2020-10-14 21:00:00,2020-10-13 10:26:06,,,申万宏源研究,电话会议,从国庆假期看中国消费潜力,https://www.kanzhiqiu.com/calendar/event.htm?id=38787,申万宏源研究**电话会议**从国庆假期看中国消费潜力,
2020-10-15 00:00:00,,2020-10-09 14:46:53,300258,精锻科技,安信证券,联合调研,太平洋精锻科技,https://www.kanzhiqiu.com/calendar/event.htm?id=38717,安信证券**联合调研**太平洋精锻科技,"<b class=""stock"">300258精锻科技</b>"
2020-10-15 15:10:00,,2020-10-15 08:33:44,002607,中公教育,国信证券,电话会议,中公教育,https://www.kanzhiqiu.com/calendar/event.htm?id=38824,国信证券**电话会议**中公教育,"<b class=""stock"">002607中公教育</b>"
2020-10-15 19:00:00,,2020-10-15 08:33:44,,,国信证券,电话会议,从房地产行业IT建设看明源云,https://www.kanzhiqiu.com/calendar/event.htm?id=38825,国信证券**电话会议**从房地产行业IT建设看明源云,
2020-10-15 20:00:00,,2020-10-15 18:42:02,600496,精工钢构,国盛证券,电话会议,精工钢构三季度业绩预增解读,https://www.kanzhiqiu.com/calendar/event.htm?id=38838,国盛证券**电话会议**精工钢构三季度业绩预增解读,"<b class=""stock"">600496精工钢构</b>"
2020-10-16 14:00:00,,2020-10-13 21:26:34,,,东吴证券,电话会议,精品电动车沙龙,https://www.kanzhiqiu.com/calendar/event.htm?id=38811,东吴证券**电话会议**精品电动车沙龙,
2020-10-16 15:15:00,2020-10-16 16:15:00,2020-10-15 15:20:15,600141,兴发集团,申万宏源研究,电话会议,兴发集团,https://www.kanzhiqiu.com/calendar/event.htm?id=38832,申万宏源研究**电话会议**兴发集团,"<b class=""stock"">600141兴发集团</b>"
2020-10-16 15:30:00,2020-10-16 16:30:00,2020-10-16 11:50:42,,,申万宏源研究,电话会议,货币政策：目标、工具和传导,https://www.kanzhiqiu.com/calendar/event.htm?id=38853,申万宏源研究**电话会议**货币政策：目标、工具和传导,
2020-10-18 16:00:00,,2020-10-16 16:19:21,300659,中孚信息,兴业证券,电话会议,中孚信息,https://www.kanzhiqiu.com/calendar/event.htm?id=38868,兴业证券**电话会议**中孚信息,"<b class=""stock"">300659中孚信息</b>"
2020-10-19 15:00:00,,2020-10-19 09:06:45,,,国信证券,电话会议,人工心脏瓣膜：“心”香一“瓣”——替代与发展,https://www.kanzhiqiu.com/calendar/event.htm?id=38902,国信证券**电话会议**人工心脏瓣膜：“心”香一“瓣”——替代与发展,
2020-10-20 09:00:00,,2020-10-19 16:26:41,603359,东珠生态,国盛证券,电话会议,东珠生态三季报解读交流,https://www.kanzhiqiu.com/calendar/event.htm?id=38925,国盛证券**电话会议**东珠生态三季报解读交流,"<b class=""stock"">603359东珠生态</b>"
2020-10-20 10:00:00,,2020-10-20 09:03:48,002139,拓邦股份,国信证券,电话会议,拓邦股份三季报解读 ,https://www.kanzhiqiu.com/calendar/event.htm?id=38937,国信证券**电话会议**拓邦股份三季报解读 ,"<b class=""stock"">002139拓邦股份</b>"
2020-10-20 14:00:00,2020-10-21 14:00:00,2020-10-16 17:11:38,603916,苏博特,申万宏源研究,联合调研,苏博特,https://www.kanzhiqiu.com/calendar/event.htm?id=38869,申万宏源研究**联合调研**苏博特,"<b class=""stock"">603916苏博特</b>"
2020-10-20 15:00:00,2020-10-20 16:00:00,2020-10-19 15:32:11,603008,喜临门,申万宏源研究,电话会议,喜临门三季报业绩交流,https://www.kanzhiqiu.com/calendar/event.htm?id=38919,申万宏源研究**电话会议**喜临门三季报业绩交流,"<b class=""stock"">603008喜临门</b>"
